run;scenario;line;cand_id;kind;start_id;end_id;nodes;arcs;path_len;delta_len_vs_nom;unit_repl_cost_per_freq;selected;freq
3;0;0;0;base;12;18;12,11,4,5,9,10,16,18;"12->11;11->4;4->5;5->9;9->10;10->16;16->18";12.2;8.4;100.80000000000001;0;0
3;0;0;1;detour;12;18;12,11,4,5,6,8,7,18;"12->11;11->4;4->5;5->6;6->8;8->7;7->18";12.2;16.4;196.79999999999998;0;0
3;0;0;2;detour;12;18;12,11,4,5,6,8,16,18;"12->11;11->4;4->5;5->6;6->8;8->16;16->18";12.2;12.399999999999999;148.79999999999998;0;0
3;0;0;3;detour;12;18;12,11,14,15,10,16,18;"12->11;11->14;14->15;15->10;10->16;16->18";12.6;8.8;105.60000000000001;0;0
3;0;0;4;detour;12;18;12,3,4,5,9,10,16,18;"12->3;3->4;4->5;5->9;9->10;10->16;16->18";12.2;11.6;139.2;1;3
3;0;1;0;base;18;12;18,16,10,9,5,4,11,12;"18->16;16->10;10->9;9->5;5->4;4->11;11->12";12.2;8.4;100.80000000000001;1;3
3;0;1;1;detour;18;12;18,16,10,9,5,4,3,12;"18->16;16->10;10->9;9->5;5->4;4->3;3->12";12.2;11.6;139.2;0;0
3;0;1;2;detour;18;12;18,16,8,9,5,4,11,12;"18->16;16->8;8->9;9->5;5->4;4->11;11->12";12.2;12.399999999999999;148.79999999999998;0;0
3;0;1;3;detour;18;12;18,16,10,15,14,11,12;"18->16;16->10;10->15;15->14;14->11;11->12";12.6;8.8;105.60000000000001;0;0
3;0;1;4;ksp;18;12;18,7,8,9,5,4,11,12;"18->7;7->8;8->9;9->5;5->4;4->11;11->12";12.2;16.4;196.79999999999998;0;0
3;0;2;0;nominal;2;20;2,6,8,16,17,19,20;"2->6;6->8;8->16;16->17;17->19;19->20";9.2;0.0;0.0;1;5
3;0;3;0;nominal;20;2;20,19,17,16,8,6,2;"20->19;19->17;17->16;16->8;8->6;6->2";9.2;0.0;0.0;1;5
3;0;4;0;nominal;3;18;3,4,5,9,8,7,18;"3->4;4->5;5->9;9->8;8->7;7->18";9.8;0.0;0.0;0;0
3;0;5;0;nominal;18;3;18,7,8,9,5,4,3;"18->7;7->8;8->9;9->5;5->4;4->3";9.8;0.0;0.0;0;0
3;0;6;0;nominal;1;24;1,3,4,11,14,23,24;"1->3;3->4;4->11;11->14;14->23;23->24";10.8;0.0;0.0;1;5
3;0;7;0;nominal;24;1;24,23,14,11,4,3,1;"24->23;23->14;14->11;11->4;4->3;3->1";10.8;0.0;0.0;1;5
3;0;8;0;nominal;10;23;10,15,22,23;"10->15;15->22;22->23";5.6;0.0;0.0;1;1
3;0;9;0;nominal;23;10;23,22,15,10;"23->22;22->15;15->10";5.6;0.0;0.0;1;1
3;0;10;0;nominal;13;20;13,24,21,20;"13->24;24->21;21->20";5.4;0.0;0.0;1;2
3;0;11;0;nominal;20;13;20,21,24,13;"20->21;21->24;24->13";5.4;0.0;0.0;1;2
3;0;12;0;base;12;7;12,11,4,5,9,8,7;"12->11;11->4;4->5;5->9;9->8;8->7";11.0;8.4;100.80000000000001;0;0
3;0;12;1;detour;12;7;12,11,4,5,6,8,7;"12->11;11->4;4->5;5->6;6->8;8->7";11.0;12.4;148.8;1;1
3;0;12;2;detour;12;7;12,11,4,5,9,8,16,18,7;"12->11;11->4;4->5;5->9;9->8;8->16;16->18;18->7";13.4;14.8;177.60000000000002;0;0
3;0;12;3;detour;12;7;12,11,14,15,10,9,8,7;"12->11;11->14;14->15;15->10;10->9;9->8;8->7";13.8;8.8;105.60000000000001;0;0
3;0;12;4;ksp;12;7;12,3,4,5,9,8,7;"12->3;3->4;4->5;5->9;9->8;8->7";11.0;11.6;139.2;0;0
3;0;13;0;base;7;12;7,8,9,5,4,11,12;"7->8;8->9;9->5;5->4;4->11;11->12";11.0;8.4;100.80000000000001;0;0
3;0;13;1;detour;7;12;7,8,9,5,4,3,12;"7->8;8->9;9->5;5->4;4->3;3->12";11.0;11.6;139.2;0;0
3;0;13;2;detour;7;12;7,8,6,5,4,11,12;"7->8;8->6;6->5;5->4;4->11;11->12";11.0;12.4;148.8;1;1
3;0;13;3;detour;7;12;7,8,9,10,15,14,11,12;"7->8;8->9;9->10;10->15;15->14;14->11;11->12";13.8;8.8;105.60000000000001;0;0
3;0;13;4;detour;7;12;7,18,16,8,9,5,4,11,12;"7->18;18->16;16->8;8->9;9->5;5->4;4->11;11->12";13.4;14.8;177.60000000000002;0;0
3;0;14;0;nominal;1;14;1,3,12,11,14;"1->3;3->12;12->11;11->14";8.0;0.0;0.0;1;1
