edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_22;flow_line_26;flow_line_27
10, 11;1.8;20.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10, 15;2.6;63.840000000000046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;63.840000000000046;0.0;0.0;0.0;0.0
10, 16;2.0;20.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10, 17;2.33;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0
11, 12;1.6;40.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0
11, 14;2.6;44.20000000000002;0.0;0.0;0.0;0.0;0.0;0.0;1.8100000000000058;39.08;0.0;0.0;0.0;3.3100000000000165;0.0;0.0;0.0;0.0;0.0
12, 13;5.4;1.8100000000000023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.8100000000000023;0.0;0.0
13, 24;1.6;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14, 15;1.8;13.580000000000023;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;13.580000000000023
14, 23;1.2;66.88;0.0;0.0;0.0;0.0;0.0;0.0;66.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15, 19;2.0;70.80000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;60.53000000000002;0.0;0.0;0.0;10.27
16, 17;1.2;44.32000000000002;0.0;0.0;0.0;44.32000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17, 19;1.4;60.53000000000002;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.530000000000022;0.0
19, 20;2.8;10.27;0.0;0.0;0.0;10.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20, 21;2.0;10.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21, 24;1.8;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23, 24;1.6;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3, 12;2.4;6.670000000000018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;6.670000000000018;0.0;0.0
3, 4;1.6;6.670000000000018;0.0;0.0;0.0;0.0;0.0;0.0;6.670000000000018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4, 11;2.4;26.67000000000002;0.0;0.0;0.0;0.0;0.0;0.0;26.67000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4, 5;1.8;20.0;0.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5, 6;2.0;79.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.97;0.0;0.0;0.0;0.0
5, 9;1.2;99.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;79.97;20.0;0.0;0.0;0.0
6, 8;1.2;50.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8, 16;1.2;25.509999999999998;0.0;0.0;25.509999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8, 9;2.0;20.0;0.0;0.0;0.0;0.0;20.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9, 10;1.2;79.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;59.97;20.0;0.0;0.0;0.0
