source;network;scenario_line_data;procedure;routing_agg;waiting_time_frequency;gap;time_limit;travel_time_cost_mult;waiting_time_cost_mult;line_operation_cost_mult;cost_repl_freq;cost_repl_line;repl_budget;bypass_multiplier;overdemand_threshold;overdemand_multiplier;num_od;train_capacity;infrastructure_capacity;max_frequency;threads;demand_scale;scenario_infra_id;scenario_prob_id;case_k;case_per_run;case_variants;case_selection;case_p_fail;case_id;case_sweep_row;case_variant_idx;case_edges;case_lines
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1000;1000;1;1;60;line_consecutive;0.5;1000;0;0;2-25;1
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1001;1001;1;1;60;line_consecutive;0.5;1001;0;1;8-25;1
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1002;1002;1;1;60;line_consecutive;0.5;1002;0;2;8-11;1
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1003;1003;1;1;60;line_consecutive;0.5;1003;0;3;11-22;1
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1004;1004;1;1;60;line_consecutive;0.5;1004;0;4;2-4;2
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1005;1005;1;1;60;line_consecutive;0.5;1005;0;5;4-12;2
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1006;1006;1;1;60;line_consecutive;0.5;1006;0;6;12-18;2,11
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1007;1007;1;1;60;line_consecutive;0.5;1007;0;7;18-23;2,11
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1008;1008;1;1;60;line_consecutive;0.5;1008;0;8;1-23;2
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1009;1009;1;1;60;line_consecutive;0.5;1009;0;9;1-14;2
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1010;1010;1;1;60;line_consecutive;0.5;1010;0;10;9-13;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1011;1011;1;1;60;line_consecutive;0.5;1011;0;11;1-13;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1012;1012;1;1;60;line_consecutive;0.5;1012;0;12;1-29;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1013;1013;1;1;60;line_consecutive;0.5;1013;0;13;17-29;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1014;1014;1;1;60;line_consecutive;0.5;1014;0;14;17-28;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1015;1015;1;1;60;line_consecutive;0.5;1015;0;15;28-30;3
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1016;1016;1;1;60;line_consecutive;0.5;1016;0;16;6-7;4,10
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1017;1017;1;1;60;line_consecutive;0.5;1017;0;17;7-14;4
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1018;1018;1;1;60;line_consecutive;0.5;1018;0;18;14-19;4
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1019;1019;1;1;60;line_consecutive;0.5;1019;0;19;19-20;4
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1020;1020;1;1;60;line_consecutive;0.5;1020;0;20;15-24;5
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1021;1021;1;1;60;line_consecutive;0.5;1021;0;21;12-15;5,11
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1022;1022;1;1;60;line_consecutive;0.5;1022;0;22;12-26;5
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1023;1023;1;1;60;line_consecutive;0.5;1023;0;23;3-8;6,12
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1024;1024;1;1;60;line_consecutive;0.5;1024;0;24;5-8;6
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1025;1025;1;1;60;line_consecutive;0.5;1025;0;25;10-15;7
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1026;1026;1;1;60;line_consecutive;0.5;1026;0;26;15-21;7
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1027;1027;1;1;60;line_consecutive;0.5;1027;0;27;6-16;8
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1028;1028;1;1;60;line_consecutive;0.5;1028;0;28;9-27;9
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1029;1029;1;1;60;line_consecutive;0.5;1029;0;29;2-15;10
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1030;1030;1;1;60;line_consecutive;0.5;1030;0;30;8-15;10
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1031;1031;1;1;60;line_consecutive;0.5;1031;0;31;8-17;10
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1032;1032;1;1;60;line_consecutive;0.5;1032;0;32;7-17;10
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1033;1033;1;1;60;line_consecutive;0.5;1033;0;33;19-23;11
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1034;1034;1;1;60;line_consecutive;0.5;1034;0;34;8-21;12
lintim;Mumford0;Mumford0;bounds;True;False;1e-05;12000;1;2;20;50;200;-5;50;0.75;2;50;50;10;10;16;0.0368;1035;1035;1;1;60;line_consecutive;0.5;1035;0;35;21-24;12
