edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16
12;2.4;33.569999999995716;0.0;0.0;0.0;0.0;33.569999999995716;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;25.270000000033342;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.270000000033342
16;1.2;25.270000000030848;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.270000000030848
18;1.2;217.39999999996257;0.0;0.0;217.39999999996257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.329999999999245;0.0;0.0;0.0;0.0;58.329999999999245;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;143.04999999999114;0.0;0.0;143.04999999999114;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1.2;24.82000000000039;0.0;0.0;0.0;24.82000000000039;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;25.270000000029235;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.270000000029235
30;1.8;67.85000000000038;0.0;67.85000000000038;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;57.94000000000031;57.94000000000031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;100.19999999999814;100.19999999999814;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;24.539999999982236;0.0;24.539999999982236;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;1.6;128.42999999999896;128.42999999999896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;62.889999999997656;0.0;0.0;62.889999999997656;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;41.80999999999951;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.80999999999951;0.0;0.0
44;2.6;25.63000000000136;0.0;0.0;0.0;0.0;25.63000000000136;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;39.080000000000496;0.0;0.0;0.0;0.0;0.0;39.080000000000496;0.0;0.0;0.0;0.0;0.0
48;1.2;108.66999999999948;0.0;0.0;0.0;0.0;108.66999999999948;0.0;0.0;0.0;0.0;0.0;0.0
52;1.2;25.6;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0
54;1.2;93.48000000000872;0.0;0.0;93.48000000000872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;52.00000000000044;0.0;0.0;0.0;52.00000000000044;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;79.46000000000043;0.0;0.0;0.0;79.46000000000043;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1.6;58.32999999999713;0.0;0.0;0.0;0.0;58.32999999999713;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.97999999999939;0.0;0.0;0.0;54.97999999999939;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;1.8;40.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.27;0.0
72;1.8;25.6;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0
73;1.8;28.239999999999213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.239999999999213;0.0;0.0;0.0
75;1.6;113.65;0.0;0.0;0.0;0.0;0.0;113.65;0.0;0.0;0.0;0.0;0.0
