edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_23;flow_line_26;flow_line_27
10;1.8;21.86999999999999;0.0;0.0;0.0;0.0;21.86999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;1.8;10.11000000000001;0.0;0.0;0.0;0.0;0.0;10.11000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;2.4;88.72000000000001;0.0;0.0;0.0;0.0;0.0;0.0;88.72000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;116.96000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.96000000000004;0.0;0.0;0.0;0.0
16;1.2;128.72000000000003;0.0;0.0;0.0;0.0;21.86999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;106.85000000000002;0.0;0.0;0.0;0.0
18;1.2;150.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;79.69;0.0;0.0;0.0;0.0;0.0;0.0;58.33;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.36;0.0;0.0
25;2.0;43.28000000000031;0.0;0.0;0.0;0.0;43.28000000000031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;97.00999999999999;0.0;0.0;97.00999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1.2;24.82;0.0;0.0;0.0;24.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;107.36000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.36000000000001;0.0;0.0;0.0;0.0
29;1.2;42.27000000000031;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.27000000000031;0.0;0.0;0.0
30;1.8;80.0;0.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;100.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;2.6;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;97.27999999999999;97.27999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;46.42000000000001;0.0;46.42000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;90.16;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;90.16
39;1.6;150.0;100.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;107.82000000000001;0.0;0.0;107.82000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
