line;group;nominal_freq;nominal_path;scenario 1_freq;scenario 1_path;scenario 2_freq;scenario 2_path
prob;;;;0.4;;0.6;
objective;;44320.97000000001;;76754.69;;90046.96;
cost_time;;26928.110000000008;;34117.350000000006;;32752.800000000007;
cost_bypass;;0.0;;0.0;;0.0;
cost_wait;;5966.8600000000015;;7148.140000000001;;6252.960000000002;
cost_oper;;11426.0;;10823.199999999997;;10255.199999999997;
cost_repl;;;;24666.0;;40786.0;
0;1;5;12,11,10,16,18;0.0;12,11,10,16,18;5.0;12,11,10,16,18
1;1;5;18,16,10,11,12;0.0;18,16,10,11,12;5.0;18,16,10,11,12
2;2;8;2,6,8,16,17,19,20;8.0;2,6,8,16,17,19,20;2.0;2,6,8,7,18,16,17,19,20
3;2;8;20,19,17,16,8,6,2;8.0;20,19,17,16,8,6,2;2.0;20,19,17,16,10,9,8,6,2
4;3;0;3,4,5,9,8,7,18;1.0;3,4,5,9,8,7,18;0.0;3,4,5,9,8,7,18
5;3;0;18,7,8,9,5,4,3;1.0;18,7,8,9,5,4,3;0.0;18,7,8,9,5,4,3
6;4;4;1,3,4,11,14,23,24;4.0;1,3,4,11,14,23,24;4.0;1,3,4,11,14,23,24
7;4;4;24,23,14,11,4,3,1;4.0;24,23,14,11,4,3,1;4.0;24,23,14,11,4,3,1
8;5;3;10,15,22,23;3.0;10,15,22,23;2.0;10,15,22,23
9;5;3;23,22,15,10;3.0;23,22,15,10;2.0;23,22,15,10
10;6;1;13,24,21,20;3.0;13,24,21,20;3.0;13,24,21,20
11;6;1;20,21,24,13;3.0;20,21,24,13;3.0;20,21,24,13
12;7;0;12,11,10,9,8,7;0.0;12,11,4,5,9,8,7;0.0;12,11,10,9,8,7
13;7;0;7,8,9,10,11,12;0.0;7,8,9,5,4,11,12;0.0;7,8,9,10,11,12
14;8;1;1,3,12,11,14;1.0;1,3,12,11,14;1.0;1,3,12,11,14
15;8;1;14,11,12,3,1;1.0;14,11,12,3,1;1.0;14,11,12,3,1
16;9;4;6,5,9,10,15,19;4.0;6,5,9,10,15,19;4.0;6,5,9,10,15,19
17;9;4;19,15,10,9,5,6;4.0;19,15,10,9,5,6;4.0;19,15,10,9,5,6
18;10;1;8,16,10,11,14,23;1.0;8,9,5,4,11,14,23;1.0;8,9,5,4,11,14,23
19;10;1;23,14,11,10,16,8;1.0;23,14,11,4,5,9,8;1.0;23,14,11,10,16,18,7,8
20;11;1;22,20,18,7,8;1.0;22,20,18,7,8;1.0;22,20,18,7,8
21;11;1;8,7,18,20,22;1.0;8,7,18,20,22;1.0;8,7,18,20,22
22;12;2;13,12,3,1,2;2.0;13,12,3,1,2;2.0;13,12,3,1,2
23;12;2;2,1,3,12,13;2.0;2,1,3,12,13;2.0;2,1,3,12,13
24;13;1;8,16,17,19,15,22,21;0.0;8,16,17,19,15,22,21;1.0;8,9,10,15,22,21
25;13;1;21,22,15,19,17,16,8;0.0;21,22,15,19,17,16,8;1.0;21,22,15,19,17,16,10,9,8
26;14;1;14,15,19,17,10;2.0;14,15,19,17,10;2.0;14,15,19,17,10
27;14;1;10,17,19,15,14;2.0;10,17,19,15,14;2.0;10,17,19,15,14
