edge_id;edge_len;flow_total;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_26;flow_line_27
10, 15;2.6;63.840000000000025;0.0;0.0;0.0;0.0;0.0;0.0;13.840000000000025;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0
10, 17;2.33;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
11, 12;1.6;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0
11, 14;2.6;52.38999999999999;0.0;0.0;0.0;0.0;0.0;42.38999999999999;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0
13, 24;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14, 15;1.8;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
14, 23;1.2;58.10999999999999;0.0;0.0;0.0;0.0;54.8;3.309999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15, 19;2.0;62.61000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;12.080000000000005;0.5300000000000411;0.0
15, 22;1.2;15.39;0.0;0.0;0.0;0.0;0.0;0.0;15.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16, 17;1.2;56.79999999999998;16.239999999999988;40.559999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17, 19;1.4;50.530000000000044;0.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.5300000000000411;0.0
19, 20;2.8;12.080000000000005;0.0;12.080000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20, 21;2.0;12.080000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;12.080000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0
21, 24;1.8;28.189999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.189999999999998;0.0;0.0;0.0;0.0;0.0;0.0
22, 23;1.8;15.39;0.0;0.0;0.0;0.0;0.0;0.0;15.39;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
23, 24;1.6;70.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3, 12;2.4;14.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;14.86;0.0;0.0;0.0;0.0
3, 4;1.6;14.86;0.0;0.0;0.0;0.0;14.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4, 11;2.4;44.86;0.0;0.0;0.0;0.0;44.86;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4, 5;1.8;30.0;0.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5, 6;2.0;49.970000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.970000000000006;0.0;0.0;0.0
5, 9;1.2;79.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;49.970000000000006;30.0;0.0;0.0
6, 8;1.2;80.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8, 16;1.2;65.50999999999999;65.50999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8, 9;2.0;30.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9, 10;1.2;49.969999999999985;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.969999999999988;30.0;0.0;0.0
