edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_10;flow_line_11;flow_line_16;flow_line_22;flow_line_23;flow_line_26;flow_line_27
1, 2;5.4;19.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.97;0.0;0.0
1, 3;1.4;19.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.97;0.0;0.0
10, 11;1.8;63.280000000000015;19.970000000000013;43.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10, 15;2.6;36.040000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;36.040000000000006;0.0;0.0;0.0;0.0
10, 16;2.0;80.0;50.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
10, 17;2.33;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
11, 12;1.6;50.0;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11, 14;2.6;41.160000000000004;0.0;0.0;0.0;0.0;2.0800000000000054;39.08;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12, 13;5.4;2.0800000000000054;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;2.0800000000000054;0.0;0.0;0.0
13, 24;1.6;39.73;0.0;0.0;0.0;0.0;0.0;0.0;39.73;0.0;0.0;0.0;0.0;0.0;0.0
14, 15;1.8;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0
14, 23;1.2;66.88;0.0;0.0;0.0;0.0;66.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15, 19;2.0;46.040000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;26.040000000000006;0.0;0.0;10.0;10.0
16, 17;1.2;9.830000000000005;0.0;0.0;0.0;9.830000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17, 19;1.4;36.040000000000006;0.0;0.0;0.0;26.040000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0
19, 20;2.8;10.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2, 6;1.4;19.97;0.0;0.0;0.0;19.97;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
20, 21;2.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0;10.0;0.0;0.0;0.0;0.0;0.0;0.0
21, 24;1.8;30.270000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;30.270000000000003;0.0;0.0;0.0;0.0;0.0
23, 24;1.6;70.0;0.0;0.0;0.0;0.0;0.0;70.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
3, 12;2.4;3.059999999999981;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.059999999999981;0.0;0.0
3, 4;1.6;16.910000000000018;0.0;0.0;0.0;0.0;16.910000000000018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4, 11;2.4;16.910000000000018;0.0;0.0;0.0;0.0;16.910000000000018;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
5, 6;2.0;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0.0
5, 9;1.2;80.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;80.0;0.0;0.0;0.0;0.0
6, 8;1.2;30.0;0.0;0.0;30.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8, 9;2.0;14.490000000000002;0.0;0.0;0.0;14.490000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9, 10;1.2;65.50999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;65.50999999999999;0.0;0.0;0.0;0.0
