edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16
12;2.4;33.56999999999999;0.0;0.0;0.0;0.0;33.56999999999999;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;42.66999999999172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.66999999999172
16;1.2;42.66999999999172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.66999999999172
18;1.2;199.99999999999994;0.0;0.0;199.99999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.33;0.0;0.0;0.0;0.0;58.33;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;125.6500000000083;0.0;0.0;125.6500000000083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1.2;24.819999999999766;0.0;0.0;0.0;24.819999999999766;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;42.66999999999172;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.66999999999172
30;1.8;67.85000000000002;0.0;67.85000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;57.94000000000001;57.94000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;100.20000000000002;100.20000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;7.140000000008289;0.0;7.140000000008289;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;1.6;128.43;128.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;62.89;0.0;0.0;62.89;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0
44;2.6;25.63;0.0;0.0;0.0;0.0;25.63;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;39.08;0.0;0.0;0.0;0.0;0.0;39.08;0.0;0.0;0.0;0.0;0.0
48;1.2;108.66999999999999;0.0;0.0;0.0;0.0;108.66999999999999;0.0;0.0;0.0;0.0;0.0;0.0
52;1.2;25.6;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0
54;1.2;93.48000000000002;0.0;0.0;93.48000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;51.99999999999204;0.0;0.0;0.0;51.99999999999204;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;79.46000000000024;0.0;0.0;0.0;79.46000000000024;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1.6;58.330000000008596;0.0;0.0;0.0;0.0;58.330000000008596;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.98000000000039;0.0;0.0;0.0;54.98000000000039;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;1.8;40.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.27;0.0
72;1.8;25.6;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0
73;1.8;28.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.24;0.0;0.0;0.0
75;1.6;113.64999999998398;0.0;0.0;0.0;0.0;0.0;113.64999999998398;0.0;0.0;0.0;0.0;0.0
