edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_16;flow_line_27
12;2.4;33.56999999999992;0.0;0.0;0.0;0.0;0.0;33.56999999999992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;92.66999999999992;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;92.66999999999992;0.0
16;1.2;92.6699999999999;0.0;0.0;0.0;0.0;35.01999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.65;0.0
18;1.2;150.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.32999999999993;0.0;0.0;0.0;0.0;0.0;58.32999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;35.01999999999991;0.0;0.0;0.0;0.0;35.01999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;1.2;110.6699999999999;0.0;0.0;110.6699999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
27;1.2;24.81999999999971;0.0;0.0;0.0;24.81999999999971;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;57.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.65;0.0
30;1.8;67.85;0.0;67.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;57.94;57.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
34;2.0;70.53999999999998;70.53999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
36;2.33;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5
39;1.6;128.43;83.57000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.86;0.0;0.0
4;1.4;62.88999999999989;0.0;0.0;62.88999999999989;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0;0.0;0.0
44;2.6;25.63000000000001;0.0;0.0;0.0;0.0;0.0;25.63000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;39.07999999999991;0.0;0.0;0.0;0.0;0.0;0.0;39.07999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0
48;1.2;108.67000000000009;0.0;0.0;0.0;0.0;0.0;108.67000000000009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
52;1.2;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0;0.0;0.0
54;1.2;55.980000000000295;0.0;0.0;55.980000000000295;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;52.00000000000003;0.0;0.0;0.0;52.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;33.340000000000146;0.0;33.340000000000146;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;79.46000000000002;0.0;0.0;0.0;79.46000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1.6;58.32999999999993;0.0;0.0;0.0;0.0;0.0;58.32999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.980000000000025;0.0;0.0;0.0;54.980000000000025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
70;1.8;40.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;40.27;0.0;0.0;0.0
72;1.8;25.6;0.0;0.0;0.0;0.0;0.0;0.0;0.0;25.6;0.0;0.0;0.0;0.0;0.0;0.0
73;1.8;28.240000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.240000000000006;0.0;0.0;0.0;0.0;0.0
75;1.6;113.65;0.0;0.0;0.0;0.0;0.0;0.0;113.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0
