edge_id;direction;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_26;flow_line_27
6;4-5;1.8;37.5;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;5-4;1.8;24.170000000000016;0.0;0.0;0.0;0.0;0.0;24.170000000000016;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;4-11;2.4;106.46000000000002;0.0;0.0;0.0;0.0;0.0;0.0;106.46000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;6-5;2.0;136.67000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;136.67000000000002;0.0;0.0
9;5-9;1.2;150.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.5;0.0;0.0
10;6-8;1.2;150.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1-3;1.4;99.51;0.0;0.0;0.0;0.0;0.0;0.0;99.51;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;7-8;2.0;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;18-7;1.2;20.2;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;8-9;2.0;75.65;0.0;0.0;75.65;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;9-8;2.0;46.739999999999995;0.0;0.0;0.0;46.739999999999995;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;9-10;1.2;205.94;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;93.44;0.0;0.0
15;10-9;1.2;67.08999999999999;0.0;0.0;0.0;67.08999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;10-11;1.8;65.94000000000017;0.0;65.94000000000017;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;11-10;1.8;119.74000000000012;119.74000000000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;10-15;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;15-10;2.6;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;10-16;2.0;225.0;112.5;0.0;112.50000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
18;16-10;2.0;71.24000000000002;0.0;22.26;0.0;48.98000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
19;10-17;2.33;74.99999999999991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;74.99999999999991
20;12-11;1.6;150.51;113.00999999999998;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0
3;2-6;1.4;107.82;0.0;0.0;107.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
22;13-24;1.6;61.69;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;61.69;0.0;0.0;0.0;0.0;0.0;0.0
23;11-14;2.6;58.08999999999992;0.0;0.0;0.0;0.0;0.0;0.0;49.06;0.0;0.0;0.0;0.0;0.0;9.029999999999916;0.0;0.0;0.0;0.0
23;14-11;2.6;58.96000000000025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.46000000000025;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0
24;14-15;1.8;54.429999999999914;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;54.429999999999914;0.0
25;14-23;1.2;132.1;0.0;0.0;0.0;0.0;0.0;0.0;132.1;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;23-14;1.2;19.88000000000025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;19.88000000000025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
26;15-19;2.0;32.549999999999926;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;32.549999999999926;0.0
26;19-15;2.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.55
27;15-22;1.2;98.72000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;98.72000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;16-17;1.2;55.819999999999986;0.0;0.0;55.819999999999986;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;17-16;1.2;97.85;0.0;0.0;0.0;97.85;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
29;18-16;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;19-17;1.4;134.33999999999992;0.0;0.0;0.0;77.31;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;57.029999999999916;0.0
4;3-4;1.6;123.74000000000001;0.0;0.0;0.0;0.0;37.5;0.0;86.24000000000001;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;20-19;2.8;58.53;0.0;0.0;0.0;58.53;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
33;21-20;2.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;3.55;0.0;0.0;0.0;0.0;0.0;0.0
36;21-24;1.8;56.74;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;56.74;0.0;0.0;0.0;0.0;0.0
37;22-23;1.8;72.69999999999982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;72.69999999999982;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
37;23-22;1.8;44.709999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;44.709999999999994;0.0;0.0;0.0;0.0;0.0;0.0;0.0
38;24-23;1.6;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
