line;group;nominal_freq;nominal_path;scenario 1_freq;scenario 1_path;scenario 2_freq;scenario 2_path
prob;;;;0.4;;0.6;
objective;;9341.920000000002;;13338.190000000002;;11699.660002858052;
cost_time;;4015.3000000000006;;5389.210000000003;;4801.040002041465;
cost_bypass;;0.0;;0.0;;0.0;
cost_wait;;1193.42;;1447.7800000000004;;1293.4200008165858;
cost_oper;;4133.2;;3541.2;;3765.2000000000003;
cost_repl;;;;2960.0;;1839.9999999999998;
0;1;2;12,11,10,16,18;0.0;12,11,10,16,18;2.0;12,11,10,16,18
1;1;2;18,16,10,11,12;0.0;18,16,10,11,12;2.0;18,16,10,11,12
2;2;1;2,6,8,16,17,19,20;1.0;2,6,8,16,17,19,20;0.0;2,6,8,16,17,19,20
3;2;1;20,19,17,16,8,6,2;1.0;20,19,17,16,8,6,2;0.0;20,19,17,16,8,6,2
4;3;1;3,4,5,9,8,7,18;1.0;3,4,5,9,8,7,18;1.0;3,4,5,9,8,7,18
5;3;1;18,7,8,9,5,4,3;1.0;18,7,8,9,5,4,3;1.0;18,7,8,9,5,4,3
6;4;2;1,3,4,11,14,23,24;2.0;1,3,4,11,14,23,24;2.0;1,3,4,11,14,23,24
7;4;2;24,23,14,11,4,3,1;2.0;24,23,14,11,4,3,1;2.0;24,23,14,11,4,3,1
8;5;0;10,15,22,23;0.0;10,15,22,23;0.0;10,15,22,23
9;5;0;23,22,15,10;0.0;23,22,15,10;0.0;23,22,15,10
10;6;1;13,24,21,20;1.0;13,24,21,20;1.0;13,24,21,20
11;6;1;20,21,24,13;1.0;20,21,24,13;1.0;20,21,24,13
12;7;0;12,11,10,9,8,7;0.0;12,11,4,5,9,8,7;0.0;12,11,10,9,8,7
13;7;0;7,8,9,10,11,12;0.0;7,8,9,5,4,11,12;0.0;7,8,9,10,11,12
14;8;1;1,3,12,11,14;1.0;1,3,12,11,14;1.0;1,3,12,11,14
15;8;1;14,11,12,3,1;1.0;14,11,12,3,1;1.0;14,11,12,3,1
16;9;3;6,5,9,10,15,19;3.0;6,5,9,10,15,19;3.0;6,5,9,10,15,19
17;9;3;19,15,10,9,5,6;3.0;19,15,10,9,5,6;3.0;19,15,10,9,5,6
18;10;0;8,16,10,11,14,23;0.0;8,16,10,15,14,23;0.0;8,9,10,11,14,23
19;10;0;23,14,11,10,16,8;0.0;23,14,15,10,16,8;0.0;23,14,11,10,9,8
20;11;0;22,20,18,7,8;0.0;22,20,18,7,8;0.0;22,20,18,7,8
21;11;0;8,7,18,20,22;0.0;8,7,18,20,22;0.0;8,7,18,20,22
22;12;0;13,12,3,1,2;0.0;13,12,3,1,2;0.0;13,12,3,1,2
23;12;0;2,1,3,12,13;0.0;2,1,3,12,13;0.0;2,1,3,12,13
24;13;0;8,16,17,19,15,22,21;0.0;8,16,17,19,15,22,21;0.0;8,16,17,19,15,22,21
25;13;0;21,22,15,19,17,16,8;0.0;21,22,15,19,17,16,8;0.0;21,22,15,19,17,16,8
26;14;1;14,15,19,17,10;1.0;14,15,19,17,10;1.0;14,15,19,17,10
27;14;1;10,17,19,15,14;1.0;10,17,19,15,14;1.0;10,17,19,15,14
