line;group;nominal_freq;nominal_path;scenario 1_freq;scenario 1_path;scenario 2_freq;scenario 2_path
prob;;;;0.4;;0.6;
objective;;65864.4599999998;;91056.14000002517;;92764.6899845825;
cost_time;;42040.65999999989;;51671.16000003082;;51969.56998683039;
cost_bypass;;0.0;;0.0;;0.0;
cost_wait;;9267.399999999923;;10036.579999994365;;9790.719997752101;
cost_oper;;14556.399999999998;;13228.4;;13404.400000000001;
cost_repl;;;;16120.0;;17600.0;
0;1;5;12,11,10,16,18;1.0;12,11,14,15,10,16,18;5.0;12,11,10,16,18
1;1;5;18,16,10,11,12;1.0;18,16,8,9,5,4,11,12;5.0;18,16,10,11,12
2;2;5;2,6,8,16,17,19,20;5.0;2,6,8,16,17,19,20;1.0;2,6,8,9,10,16,17,19,20
3;2;5;20,19,17,16,8,6,2;5.0;20,19,17,16,8,6,2;1.0;20,19,17,16,18,7,8,6,2
4;3;3;3,4,5,9,8,7,18;3.0;3,4,5,9,8,7,18;3.0;3,4,5,9,8,7,18
5;3;3;18,7,8,9,5,4,3;3.0;18,7,8,9,5,4,3;3.0;18,7,8,9,5,4,3
6;4;6;1,3,4,11,14,23,24;6.0;1,3,4,11,14,23,24;6.0;1,3,4,11,14,23,24
7;4;6;24,23,14,11,4,3,1;6.0;24,23,14,11,4,3,1;6.0;24,23,14,11,4,3,1
8;5;4;10,15,22,23;4.0;10,15,22,23;4.0;10,15,22,23
9;5;4;23,22,15,10;4.0;23,22,15,10;4.0;23,22,15,10
10;6;3;13,24,21,20;3.0;13,24,21,20;3.0;13,24,21,20
11;6;3;20,21,24,13;3.0;20,21,24,13;3.0;20,21,24,13
12;7;1;12,11,10,9,8,7;0.0;12,11,4,5,9,8,7;1.0;12,11,10,9,8,7
13;7;1;7,8,9,10,11,12;0.0;7,8,9,5,4,11,12;1.0;7,8,9,10,11,12
14;8;1;1,3,12,11,14;1.0;1,3,12,11,14;1.0;1,3,12,11,14
15;8;1;14,11,12,3,1;1.0;14,11,12,3,1;1.0;14,11,12,3,1
16;9;5;6,5,9,10,15,19;5.0;6,5,9,10,15,19;5.0;6,5,9,10,15,19
17;9;5;19,15,10,9,5,6;5.0;19,15,10,9,5,6;5.0;19,15,10,9,5,6
18;10;0;8,16,10,11,14,23;0.0;8,16,10,15,14,23;0.0;8,9,10,11,14,23
19;10;0;23,14,11,10,16,8;0.0;23,14,15,10,16,8;0.0;23,14,11,10,9,8
20;11;1;22,20,18,7,8;1.0;22,20,18,7,8;1.0;22,20,18,7,8
21;11;1;8,7,18,20,22;1.0;8,7,18,20,22;1.0;8,7,18,20,22
22;12;3;13,12,3,1,2;3.0;13,12,3,1,2;3.0;13,12,3,1,2
23;12;3;2,1,3,12,13;3.0;2,1,3,12,13;3.0;2,1,3,12,13
24;13;1;8,16,17,19,15,22,21;1.0;8,16,17,19,15,22,21;1.0;8,7,18,16,17,19,15,22,21
25;13;1;21,22,15,19,17,16,8;1.0;21,22,15,19,17,16,8;1.0;21,22,15,19,17,16,10,9,8
26;14;3;14,15,19,17,10;3.0;14,15,19,17,10;3.0;14,15,19,17,10
27;14;3;10,17,19,15,14;3.0;10,17,19,15,14;3.0;10,17,19,15,14
