edge_id;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_2;flow_line_3;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16
12;2.4;57.8;0.0;0.0;0.0;0.0;57.8;0.0;0.0;0.0;0.0;0.0;0.0
15;2.0;116.96000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.96000000000004
16;1.2;116.96000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;116.96000000000004
18;1.2;150.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1.4;58.33;0.0;0.0;0.0;0.0;58.33;0.0;0.0;0.0;0.0;0.0;0.0
24;2.0;75.64999999999999;0.0;0.0;75.64999999999999;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
25;2.0;24.820000000000004;0.0;0.0;0.0;24.820000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0
28;1.2;192.61000000000004;0.0;0.0;104.18000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;88.42999999999998
29;1.2;24.820000000000004;0.0;0.0;0.0;24.820000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0
30;1.8;85.74999999999997;0.0;85.74999999999997;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
31;1.8;126.53000000000002;126.53000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
32;2.6;10.48000000000006;0.0;0.0;0.0;0.0;0.0;0.0;5.209999999999994;0.0;0.0;0.0;5.270000000000067
34;2.0;283.84000000000003;150.0;0.0;133.84000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
35;2.0;48.980000000000004;0.0;24.16;0.0;24.820000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0
39;1.6;128.43;128.43;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
4;1.4;87.18;0.0;0.0;87.18;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
42;1.6;41.81;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;41.81;0.0;0.0
44;2.6;66.96;0.0;0.0;0.0;0.0;66.96;0.0;0.0;0.0;0.0;0.0;0.0
45;2.6;62.6;0.0;0.0;0.0;0.0;0.0;62.6;0.0;0.0;0.0;0.0;0.0
48;1.2;150.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0
50;2.0;10.45000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;10.45000000000006
52;1.2;50.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0
54;1.2;112.5;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
55;1.2;52.0;0.0;0.0;0.0;52.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
57;2.0;33.34;0.0;33.34;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
59;1.4;84.73;0.0;0.0;0.0;84.73;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;1.6;82.56;0.0;0.0;0.0;0.0;82.56;0.0;0.0;0.0;0.0;0.0;0.0
62;2.8;5.179999999999993;0.0;0.0;5.179999999999993;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
63;2.8;54.98;0.0;0.0;0.0;54.98;0.0;0.0;0.0;0.0;0.0;0.0;0.0
64;2.0;5.179999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;5.179999999999996;0.0
70;1.8;45.45;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;45.45;0.0
72;1.8;49.62;0.0;0.0;0.0;0.0;0.0;0.0;49.62;0.0;0.0;0.0;0.0
73;1.8;28.24;0.0;0.0;0.0;0.0;0.0;0.0;0.0;28.24;0.0;0.0;0.0
75;1.6;118.82999999999998;0.0;0.0;0.0;0.0;0.0;118.82999999999998;0.0;0.0;0.0;0.0;0.0
