edge_id;direction;edge_len;flow_total;flow_line_2;flow_line_3;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_14;flow_line_15;flow_line_16;flow_line_17;flow_line_24;flow_line_25;flow_line_26;flow_line_27
6;4-5;1.8;100.00000000000003;0.0;0.0;100.00000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;5-4;1.8;33.89000000000003;0.0;0.0;0.0;33.89000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;4-11;2.4;112.5;0.0;0.0;0.0;0.0;112.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;11-4;2.4;0.8800000000000239;0.0;0.0;0.0;0.0;0.0;0.8800000000000239;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;6-5;2.0;37.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
9;5-9;1.2;112.96000000000004;0.0;0.0;75.46000000000004;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0;0.0;0.0
9;9-5;1.2;9.35000000000003;0.0;0.0;0.0;1.620000000000033;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;7.729999999999997;0.0;0.0;0.0;0.0
10;6-8;1.2;249.17000000000002;249.17000000000002;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1-3;1.4;99.51;0.0;0.0;0.0;0.0;88.27;0.0;0.0;0.0;0.0;0.0;11.240000000000009;0.0;0.0;0.0;0.0;0.0;0.0;0.0
11;7-8;2.0;53.540000000000006;0.0;0.0;0.0;53.540000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
12;18-7;1.2;53.540000000000006;0.0;0.0;0.0;53.540000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;8-9;2.0;10.590000000000025;0.0;0.0;0.0;10.590000000000025;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
13;9-8;2.0;74.14000000000003;0.0;0.0;74.14000000000003;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
14;8-16;1.2;251.41000000000005;213.91000000000005;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;37.5;0.0;0.0;0.0
14;16-8;1.2;26.440000000000012;0.0;26.440000000000012;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;9-10;1.2;50.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;50.0;0.0;0.0;0.0;0.0;0.0
