edge_id;direction;edge_len;flow_total;flow_line_0;flow_line_1;flow_line_4;flow_line_5;flow_line_6;flow_line_7;flow_line_8;flow_line_9;flow_line_10;flow_line_11;flow_line_16;flow_line_17;flow_line_20;flow_line_21;flow_line_22;flow_line_23;flow_line_26;flow_line_27
1;2-1;5.4;107.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;107.82;0.0;0.0
6;4-5;1.8;50.5;0.0;0.0;50.5;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
6;5-4;1.8;4.35;0.0;0.0;0.0;4.35;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
7;4-11;2.4;112.50000000000006;0.0;0.0;0.0;0.0;112.50000000000006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
8;5-6;2.0;20.64;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.64;0.0;0.0;0.0;0.0;0.0;0.0
8;6-5;2.0;199.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;199.49;0.0;0.0;0.0;0.0;0.0;0.0;0.0
9;5-9;1.2;225.0;0.0;0.0;75.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;150.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2;1-3;1.4;207.32999999999998;0.0;0.0;0.0;0.0;94.83;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;112.5;0.0;0.0
11;7-8;2.0;45.019999999999996;0.0;0.0;0.0;24.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0
12;18-7;1.2;45.019999999999996;0.0;0.0;0.0;24.82;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;20.2;0.0;0.0;0.0;0.0;0.0
13;9-8;2.0;96.27;0.0;0.0;96.27;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;9-10;1.2;130.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;130.94;0.0;0.0;0.0;0.0;0.0;0.0;0.0
15;10-9;1.2;42.269999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;42.269999999999996;0.0;0.0;0.0;0.0;0.0;0.0
16;10-11;1.8;85.76;0.0;85.76;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
16;11-10;1.8;247.10999999999996;247.10999999999996;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;10-15;2.6;45.2;0.0;0.0;0.0;0.0;0.0;0.0;45.2;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
17;15-10;2.6;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;21.88;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
